sentiment,text
neg,ปาดคอ
neg,รุม
neg,รุมล้อม
neg,ชั่งแม่ง
neg,แม่ง
neg,มั่ว
neg,มั่วซั่ว
neg,มั่วนิ่ม
neg,มั่วสุม
neg,ติดคุก
neu,คุก
neg,เกรงใจ
neg,เกลียด
neg,ไม่มีแรง
neg,ไม่มีใคร
neg,ไม่มีสติ
neg,ไม่มีที่ไหนดี
neg,ไม่มีน้ำใจ
neg,ไม่มี
neg,ไม่มีการศึกษา
neg,เกลื่อน
neg,แก่งแย่ง
neg,แย่
neg,คอรัปชัน
neg,เหลื่อมล้ำ
neg,ข่มขวัญ
neg,ข่มขี่
neg,ข่มขู่
neg,ขวาง
neg,ขัดขืน
neg,ขัดข้อง
neg,ขัดขวาง
neg,ร้องเรียน
neu,ขัง
neg,ขาดแคลน
neg,ขาดทุน
neg,ขายชาติ
neg,ขายขี้หน้า
neg,ขายหน้า
neg,ขาลง
neu,เปียก
neu,ขี้
neu,ขีดฆ่า
neg,ขี้โม้
neg,ขืน
neg,ขืนใจ
neg,ขู่
neg,ขู่เข็ญ
neg,ขูดรีด
neu,เขี่ย
neg,ทรมาน
neu,เขวี้ยง
neg,โกง
neu,คต
neg,คดโกง
neu,คดงอ
neg,ครอบงำ
neg,คลื่นไส้
neg,คลาดเคลื่อน
neg,คว้าน้ำเหลว
neg,คว่ำ
neg,คว่ำบาตร
neg,คอร์รัปชัน
neu,คะนอง
pos,คับคั่ง
neg,ค้างชำระ
neu,ชอบกล
neu,คัด
neg,คัดค้าน
neg,ค้าง
neg,ค้างคา
neg,ค้างคาใจ
neg,คาใจ
neu,คุกเข่า
pos,คุ้มเกรง
neu,คุมขัง
neu,คุมตัว
neu,เค้น
neg,ชัดช้า
neg,ความหดหู่
neg,หดหู่
neg,หดหู่ใจ
neg,ความสูญเสีย
neg,ความหงุดหงิด
neu,เคร่ง
neg,อย่างเคร่งเครียด
neg,ตึงเครียด
neg,ความเคร่งเครียด
neg,ผิดจารีตประเพณี
neg,ผิดจังหวะ
neg,ผิดคำพูด
neg,ผิดคำสัตย์
neg,เคร่งเครียด
neg,เคราะห์ซ้ำกรรมซัด
neg,เคือง
neg,แค้น
neg,ใคร่ครวญ
neg,ฆ่าแกง
neg,มดเท็จ
neg,ฆาต
neg,ฆ่าตัดตอน
neg,ฆ่าฟัน
neg,ฆ่าไม่ตายขายไม่ขาด
neg,ฆ่ายกครัว
neg,ฆ่าล้างโคตร
neg,ม้วนหน้า
neg,เฆี่ยน
neg,จก
neg,งงงวย
neg,งก
neg,งด
neg,เงี่ยน
neg,จน
neg,จม
neu,จำโซ่
neg,จิก
neu,จำนำ
neg,จิตตก
neu,จับกุม
neu,จำกัด
neg,เจ็บ
neg,เจ็บไข้
neg,เจ็บใจ
neg,ฉ้อ
neu,ฉี่
neu,ฉีก
neu,ชก
neg,ชดใช้
neg,ช่วงชิง
neu,ช็อก
neg,ชะงัก
neg,ชะลอ
neg,ชัก
neg,ชักกระตุก
neu,ชักใย
neg,ชัง
neg,ช้ำใจ
neg,ชิง
neg,เซ็ง
neg,ชิงชัง
neg,ชิงดีชิงเด่น
neg,ชิงนรกเกิด
neg,ชิงสุกก่อนห่าม
neg,ชิงหมาเกิด
neu,ซ่อน
neg,ซึม
neu,ซึมซาบ
neg,ซ้ำเติม
neu,ซุก
neu,ซุกซ่อน
neg,แซว
neg,แซะ
neu,ไซ้
neg,เณรคุณ
neg,แดก
neg,ด้อย
neg,ล่มสลาย
neg,ช่างมัน
neu,ทาส
neu,ดัดสันดาน
neg,ดับ
neg,ภาวะมลพิษ
neu,ภาวะวิกฤติ
neu,ภาวะสงคราม
neg,ด่าทอ
neg,ดิ้น
neg,ละเหี่ยใจ
neg,ดุ
neg,ดูแคลน
neg,แคบ
neg,ดูถูก
neg,ดูถูกดูแคลน
neg,ดูหมิ่น
neg,ดูหมิ่นถิ่นแคลน
neg,อิจฉาริษยา
neu,เดา
neg,เดือด
neg,เดือดดาล
neg,เดือดร้อน
neg,แดก
neg,แดกดัน
neg,โดน
neg,ได้เสีย
neg,สงสาร
neg,โมโห
neg,โรคจิต
neg,อีห่า
neg,แม่ง
neg,ไม่เกรงใจ
neg,แทงคอ
neg,แทง
neg,เหนื่อย
neu,ตก
neg,ตกงาน
neg,โหยหา
neg,ฝืน
neg,ตกใจ
neg,ตกนรกทั้งเป็น
neu,ตกหลุม
neg,ตกหลุมพราง
neg,ตั้งแง่
neg,ตายดาบหน้า
neg,ตรม
neu,ตบ
neg,ตบตา
neg,ตราหน้า
neg,ต่อต้าน
neg,ตอบโต้
neu,ต่อย
neu,ต่อสู้
neg,ตอแหล
neg,ตะลุมบอน
neg,ตัดขาด
neg,ต้าน
neg,ตาย
neg,ตายด้าน
neg,ตาลาย
neg,ตำหนิ
neg,ติ
neg,ติเตียน
neg,ติดเชื้อ
neg,ติดขัด
neg,ตัดพ้อ
neg,ตัดพ้อต่อว่า
neu,ถอน
neu,ถีบ
neg,ทรยศ
neg,ถึงฆาต
neg,ทรุด
neg,ท่วม
neg,ท้อ
neg,ทะลึ่ง
neg,ทักท้วง
neu,ทุบ
neu,ทุบตี
neg,เท
neg,เทกระจาด
neu,แทง
neg,แทงใจดำ
neg,นอกใจ
neg,เนรคุณ
neg,บกพร่อง
neg,ร่วงโรย
neu,บด
neg,บ่น
neu,อำเภอใจ
neu,บ่อน
neg,บ่อนทำลาย
neu,บาด
neg,บาดหมาง
neg,บานปลาย
neu,บิด
neg,บิดเบือน
neu,เบน
neu,เบียด
neg,เบียดเบียน
neg,ขี้ข้า
neg,เบื่อ
neg,เบื่อหน้า
neg,โบ้ย
neg,ปฏิเสธ
neg,ประจาน
neg,ประจาร
neg,ประชด
neg,ประชดประชัน
neg,ประณาม
neg,ประท้วง
neg,อันตราย
neg,ประมาท
neg,ปรับ
neg,ความผิดพลาด
neu,ถอยหลัง
neu,ปราบ
neu,ปราบปราม
neg,ปลงใจ
neg,ป่วย
neg,ปลงชีวิต
neg,ปลง
neg,ปล้น
neg,ปล้นสะดม
neg,อกตัญญู
neu,อดตาย
neu,อดนอน
neu,อดหลับอดนอน
neg,ความไม่แน่นอน
neg,คับอกคับใจ
neg,คับแคบ
neg,คับแค้น
neg,คับแค้นใจ
neg,คับใจ
neg,คาดโทษ
neg,ปลอม
neg,ยอมแพ้
neg,ปวด
neg,ปลอมปน
neg,บ้า
neg,ปะปน
neg,เคียดแค้น
neg,ชั่วร้าย
neg,ไม่ทน
neg,หวงห้าม
neg,ล้มเหลว
neg,เศร้าโศก
neg,ไม่ยุติธรรม
neg,น่าเวทนา
neg,ความฉิบหาย
neg,ไม่มีอารมณ์
neg,ทุกข์ยาก
neg,ยากจน
neg,ไม่เพียงพอ
neg,อึดอัด
neg,ไม่ลงรอยกัน
neg,ขี้ขลาด
neg,เงอะงะ
neg,ลังเล
neg,ฉุนเฉียว
neg,ดื้อดึง
neg,หายไป
neg,เยาะเย้ย
neg,ปราบปราม
neg,ดูหมิ่น
neg,ชัง
neg,เปลือง
neg,เสแสร้ง
neg,โป๊
neg,ซับซ้อน
neg,ใจร้อน
neg,พังทลาย
neg,พังพินาศ
neg,พังยับเยิน
neu,อกคราก
neg,ขี้อาย
neg,ย่ำแย่
neg,แย่จัง
neg,แย่มาก
neu,ใจลอย
neg,ใจสลาย
neg,เสี่ยง
neg,ขอโทษ
neg,อกจะแตก
neg,ผัดวันประกันพรุ่ง
neg,เป็นไปไม่ได้
neg,ฟุ้งซ่าน
neg,ดรามา
neg,ดราม่า
neg,ไม่ดี
neg,หมดกำลัง
neg,หมดกำลังใจ
neg,หมดความรู้สึก
